id,name,breed,pid
7909,Rosie,Toy Poodle,7909
7910,Lucy,Rottweiler,7910
7911,Zoey,Dhole,7911
7912,Max,British Shorthair,7912
7913,Daisy,Sam Sawet,7913
7914,Shadow,Balinese,7914
7915,Lucky,British Semipi-longhair,7915
7916,Misty,Nebelung,7916
7917,Rascal,English Setter,7917
7918,Bruno,Doberman,7918
7919,Marley,Newfoundland,7919
7920,Angel,Devon Rex,7920
7921,Sooty,Mekong Bobtail,7921
7922,Shadow,Arabian Mau,7922
7923,Misty,Turkish Van,7923
7924,Jasper,American Curl,7924
7925,Sooty,Kurilian Bobtail,7925
7926,Shadow,Australian Mist,7926
7927,Milo,Persian (Modern Persian Cat),7927
7928,Simba,Havana Brown,7928
7929,Bubba,English Sheepdog,7929
7930,Patches,Bedlington Terrier,7930
7931,Lucy,Russian Blue,7931
7932,Lucy,Bernese Mountain,7932
7933,Alfie,American Wirehair,7933
7934,Millie,Savannah,7934
7935,Lucky,European Shorthair,7935
7936,Bella,Serrade petit,7936
7937,Max,Bombay,7937
7938,Lucy,Pixie-bob,7938
7939,Missy,Foldex Cat,7939
7940,Cocoa,Sealyham Terrier,7940
7941,Peanut,Rat Terrier,7941
7942,Lucky,Cyprus,7942
7943,Sugar,Entlebucher,7943
7944,Oliver,Ojos Azules,7944
7945,Bella,Bambino,7945
7946,Smudge,Ukrainian Levkoy,7946
7947,Milo,Turkish Angora,7947
7948,Princess,Norwegian Elkhound,7948
7949,Casey,Cairn,7949
7950,Murphy,Miniature Pinscher,7950
7951,Oliver,Sokoke,7951
7952,Chloe,Selkirk Rex,7952
7953,Casey,Otterhound,7953
7954,Milo,Somali,7954
7955,Poppy,Dwarf cat or Dwelf,7955
7956,Simba,Japanese Bobtail,7956
7957,Tucker,Eskimo,7957
7958,Harvey,African,7958
7959,Charlie,Asian,7959
7960,Bella,Briard,7960
7961,Jasper,American Wirehair,7961
7962,Rosie,Ibizan Hound,7962
7963,Smudge,Oregon Rex,7963
7964,Daisy,Siamese,7964
7965,Coco,English Setter,7965
7966,Oliver,Sphynx,7966
7967,Bailey,Tibetan Terrier,7967
7968,Charlie,Bengal,7968
7969,Angel,Selkirk Rex,7969
7970,Simba,Bombay,7970
7971,Lucky,American Curl,7971
7972,Sam,LaPerm,7972
7973,Lexi,Eskimo,7973
7974,Sooty,Turkish Angora,7974
7975,Sasha,Tibetan Terrier,7975
7976,Bella,Toyger,7976
7977,Sam,Sokoke,7977
7978,Diamond,Weimaraner,7978
7979,Felix,Abyssinian,7979
7980,Sassy,English Springer,7980
7981,Oliver,Dwarf cat or Dwelf,7981
7982,Roxy,Husky,7982
7983,Felix,Oriental Shorthair,7983
7984,Buddy,African,7984
7985,Millie,Donskoy or Don Sphynx,7985
7986,Lucky,Oregon Rex,7986
7987,Molly,Egyptian Mau,7987
7988,Sadie,Whippet,7988
7989,Coco,Turkish Angora,7989
7990,Diamond,Tibetan Terrier,7990
7991,Chance,Border Terrier,7991
7992,Lucy,Korat,7992
7993,Coco,Westhighland Terrier,7993
7994,Annie,Rat Terrier,7994
7995,Chloe,Sphynx,7995
7996,Mia,Curly Retriever,7996
7997,Scooter,Pug,7997
7998,Jasper,Burmilla,7998
7999,Alfie,Dragon Li,7999
8000,Oscar,Siamese,8000
8001,Molly,Maine Coon,8001
8002,Murphy,Redbone,8002
8003,Milo,Irish Setter,8003
8004,Sasha,Toy Poodle,8004
8005,Rocky,Shetland Sheepdog,8005
8006,Lily,Mekong Bobtail,8006
8007,Coco,Ragdoll,8007
8008,Max,Clumber,8008
8009,Oscar,Savannah,8009
8010,Chloe,Kurilian Bobtail or Kuril Islands Bobtail,8010
8011,Pepper,Rat Terrier,8011
8012,Chloe,Somali,8012
8013,Cookie,Bernese Mountain,8013
8014,Milo,Siamese,8014
8015,Lexi,Brabancon,8015
8016,Diamond,Staffordshire Bullterrier,8016
8017,Blue,Chihuahua,8017
8018,Sassy,Sussex Spaniel,8018
8019,Oscar,American Bobtail,8019
8020,Gizmo,Irish Terrier,8020
8021,Lucky,Dragon Li,8021
8022,Alfie,American Bobtail,8022
8023,Smokey,German Rex,8023
8024,Misty,Snowshoe,8024
8025,Penny,Irish Terrier,8025
8026,Buddy,Beagle,8026
8027,Lucky,Eskimo,8027
8028,Shadow,LaPerm,8028
8029,Tyson,Bull Mastiff,8029
8030,Daisy,Aegean,8030
8031,Shadow,Somali,8031
8032,Dakota,Coonhound,8032
8033,Smudge,Oriental Bicolor,8033
8034,Poppy,Scottish Fold,8034
8035,Ginger,English Setter,8035
8036,Poppy,Ragamuffin,8036
8037,Taz,Chow,8037
8038,Coco,Himalayan or Colorpoint Persian,8038
8039,Jack,Japanese Spaniel,8039
8040,Max,Singapura,8040
8041,Smokey,LaPerm,8041
8042,Smokey,Scottish Fold,8042
8043,Missy,Norfolk Terrier,8043
8044,Misty,Tonkinese,8044
8045,Smokey,Somali,8045
8046,Tucker,Tibetan Mastiff,8046
8047,Alfie,Chantilly-Tiffany,8047
8048,Riley,Tibetan Mastiff,8048
8049,Smokey,Tonkinese,8049
8050,Bandit,Schipperke,8050
8051,Marley,Akita,8051
8052,Missy,Ukrainian Levkoy,8052
8053,Bella,Savannah,8053
8054,Baxter,Keeshond,8054
8055,Smokey,Oriental Shorthair,8055
8056,Peanut,Staffordshire Bullterrier,8056
8057,Lucy,Egyptian Mau,8057
8058,Alfie,Kurilian Bobtail,8058
8059,Daisy,Oriental Bicolor,8059
8060,Roxy,Norfolk Terrier,8060
8061,Dakota,Norfolk Terrier,8061
8062,Poppy,Dragon Li,8062
8063,Annie,Irish Terrier,8063
8064,Baxter,Appenzeller,8064
8065,Lucy,Korat,8065
8066,Smudge,Raas,8066
8067,Chloe,California Spangled,8067
8068,Missy,PerFold Cat (Experimental Breed - WCF),8068
8069,Shadow,Exotic Shorthair,8069
8070,Teddy,Toy Poodle,8070
8071,Coco,Ragamuffin,8071
8072,Oscar,Korean Bobtail,8072
8073,Molly,American Bobtail,8073
8074,Smokey,Cheetoh,8074
8075,Diamond,Welsh Spaniel,8075
8076,Baxter,Pug,8076
8077,Toby,Shihtzu,8077
8078,Sadie,Giant Schnauzer,8078
8079,Alfie,Dwarf cat or Dwelf,8079
8080,Bubba,Beagle,8080
8081,Jasper,Ragamuffin,8081
8082,Bella,Briard,8082
8083,Lady,Boxer,8083
8084,Charlie,Peterbald,8084
8085,Buddy,Mexicanhairless,8085
8086,Diesel,Kuvasz,8086
8087,Bella,Irish Spaniel,8087
8088,Brutus,Miniature Pinscher,8088
8089,Penny,Bull Mastiff,8089
8090,Taz,Bull Mastiff,8090
8091,Coco,Birman,8091
8092,Annie,Papillon,8092
8093,Millie,Raas,8093
8094,Sam,Otterhound,8094
8095,Sooty,Maine Coon,8095
8096,Roxie,Border Terrier,8096
8097,Misty,Standard Poodle,8097
8098,Tank,Kerryblue Terrier,8098
8099,Simba,Savannah,8099
8100,Smokey,Ocicat,8100
8101,Molly,Cheetoh,8101
8102,Sammy,Rottweiler,8102
8103,Lucy,Bengal,8103
8104,Cocoa,American Terrier,8104
8105,Diesel,Stbernard,8105
8106,Cocoa,Westhighland Terrier,8106
8107,Molly,Bengal,8107
8108,Sparky,Komondor,8108
8109,Simba,Selkirk Rex,8109
8110,Casey,Curly Retriever,8110
8111,Cody,Yorkshire Terrier,8111
8112,Rex,Yorkshire Terrier,8112
8113,Tiger,Russian Blue,8113
8114,Oliver,British Longhair,8114
8115,Jasper,Suphalak,8115
8116,Angel,Tonkinese,8116
8117,Oliver,Oriental Bicolor,8117
8118,Sooty,Burmese,8118
8119,Riley,Dandie Terrier,8119
8120,Chance,Staffordshire Bullterrier,8120
8121,Brutus,Pekinese,8121
8122,Misty,Russian Blue,8122
8123,Sparky,Akita,8123
8124,Shadow,Boston Bulldog,8124
8125,Shadow,Oriental Bicolor,8125
8126,Dakota,Pyrenees,8126
8127,Alfie,Nebelung,8127
8128,Tiger,Abyssinian,8128
8129,Rascal,Doberman,8129
8130,Missy,Himalayan or Colorpoint Persian,8130
8131,Sparky,Groenendael,8131
8132,Teddy,Malamute,8132
8133,Misty,Great Dane,8133
8134,Bella,Ocicat,8134
8135,Oliver,Siamese,8135
8136,Oliver,Cymric or Manx Longhair,8136
8137,Lucy,Japanese Bobtail,8137
8138,Baby,Miniature Pinscher,8138
8139,Cooper,Affenpinscher,8139
8140,Milo,Burmese,8140
8141,Diamond,Irish Wolfhound,8141
8142,Charlie,Peterbald,8142
8143,Lucy,Manx,8143
8144,Chloe,Chihuahua,8144
8145,Bella,Oriental Longhair,8145
8146,Angel,Basset Hound,8146
8147,Lucy,Siberian,8147
8148,Millie,Abyssinian,8148
8149,Patches,Mexicanhairless,8149
8150,Cody,Basset Hound,8150
8151,Blue,Boxer,8151
8152,Rosie,Saluki,8152
8153,Milo,American Bobtail,8153
8154,Misty,Burmese,8154
8155,Cocoa,Samoyed,8155
8156,Max,Bombay,8156
8157,Daisy,Asian Semi-longhair,8157
8158,Daisy,Patterdale Terrier,8158
8159,Missy,Norwegian Forest Cat,8159
8160,Smudge,Oriental Longhair,8160
8161,Duke,Irish Setter,8161
8162,Smokey,LaPerm,8162
8163,Lola,Otterhound,8163
8164,Jasmine,Japanese Spaniel,8164
8165,Bandit,Bernese Mountain,8165
8166,Rocky,American Terrier,8166
8167,Lucky,Norwegian Forest Cat,8167
8168,Cocoa,Italian Greyhound,8168
8169,Lily,Oriental Shorthair,8169
8170,Max,Bengal,8170
8171,Simba,Japanese Bobtail,8171
8172,Lucy,Mekong Bobtail,8172
8173,Duke,Samoyed,8173
8174,Blue,Rottweiler,8174
8175,Shadow,Oriental Longhair,8175
8176,Alfie,Javanese,8176
8177,Felix,Bambino,8177
8178,Lady,Samoyed,8178
8179,Cocoa,Germanshepherd,8179
8180,Simba,Snowshoe,8180
8181,Jasper,Singapura,8181
8182,Tank,Shetland Sheepdog,8182
8183,Poppy,Balinese,8183
8184,Maggie,Japanese Spaniel,8184
8185,Tyson,Papillon,8185
8186,Precious,Otterhound,8186
8187,Daisy,Boston Bulldog,8187
8188,Max,Bluetick,8188
8189,Alfie,American Bobtail,8189
8190,Coco,Husky,8190
8191,Sandy,Pomeranian,8191
8192,Millie,Khao Manee,8192
8193,Millie,Sokoke,8193
8194,Sooty,Aegean,8194
8195,Milo,Scottish Fold,8195
8196,Bubba,American Terrier,8196
8197,Bear,Pyrenees,8197
8198,Charlie,Asian Semi-longhair,8198
8199,Pepper,Italian Greyhound,8199
8200,Sam,Chausie,8200
8201,Shadow,Persian (Traditional Persian Cat),8201
8202,Lily,Scottish Fold,8202
8203,Misty,Javanese,8203
8204,Bella,Ukrainian Levkoy,8204
8205,Cody,Australian Terrier,8205
8206,Abby,Pomeranian,8206
8207,Missy,Snowshoe,8207
8208,Snickers,Samoyed,8208
8209,Max,Balinese,8209
8210,Lucky,Ragdoll,8210
8211,Misty,American Shorthair,8211
8212,Toby,Saluki,8212
8213,Missy,Javanese,8213
8214,Max,Keeshond,8214
8215,Millie,American Curl,8215
8216,Misty,Serrade petit,8216
8217,Max,Serengeti,8217
8218,Lily,Devon Rex,8218
8219,Jake,Gordon Setter,8219
8220,Sooty,Australian Mist,8220
8221,Brutus,Scottish Terrier,8221
8222,Jasper,American Wirehair,8222
8223,Rex,Shiba,8223
8224,Milo,Saluki,8224
8225,Lucy,Cymric or Manx Longhair,8225
8226,Buddy,Afghan Hound,8226
8227,Lucky,Afghan Hound,8227
8228,Sassy,Scottish Deerhound,8228
8229,Lily,Exotic Shorthair,8229
8230,Misty,Snowshoe,8230
8231,Milo,Cairn,8231
8232,Peanut,Maltese,8232
8233,Blue,Bull Mastiff,8233
8234,Bandit,Bull Mastiff,8234
8235,Shelby,Walker Hound,8235
8236,Tiger,Kurilian Bobtail or Kuril Islands Bobtail,8236
8237,Diesel,Rhodesian Ridgeback,8237
8238,Ginger,Wheaten Terrier,8238
8239,Coco,Snowshoe,8239
8240,Murphy,Cairn,8240
8241,Oscar,Ukrainian Levkoy,8241
8242,Bear,Pekinese,8242
8243,Cody,Borzoi,8243
8244,Bella,Korean Bobtail,8244
8245,Bruno,Pekinese,8245
8246,Riley,Borzoi,8246
8247,Casey,Mexicanhairless,8247
8248,Lily,Miniature Schnauzer,8248
8249,Sooty,European Shorthair,8249
8250,Taz,Golden Retriever,8250
8251,Oscar,Snowshoe,8251
8252,Jake,Borzoi,8252
8253,Sophie,Saluki,8253
8254,Sugar,Dandie Terrier,8254
8255,Daisy,Oregon Rex,8255
8256,Misty,Asian,8256
8257,Lily,Pixie-bob,8257
8258,Lily,Serrade petit,8258
8259,Lucky,American Curl,8259
8260,Smudge,Munchkin,8260
8261,Oscar,Singapura,8261
8262,Pepper,Giant Schnauzer,8262
8263,Cooper,Chihuahua,8263
8264,Daisy,American Curl,8264
8265,Shelby,Basset Hound,8265
8266,Oliver,Colorpoint Shorthair,8266
8267,Smokey,Kurilian Bobtail or Kuril Islands Bobtail,8267
8268,Sooty,Japanese Bobtail,8268
8269,Diamond,Basset Hound,8269
8270,Missy,Staffordshire Bullterrier,8270
8271,Felix,Donskoy or Don Sphynx,8271
8272,Sam,Asian,8272
8273,Daisy,Asian,8273
8274,Belle,Gordon Setter,8274
8275,Patches,Flatcoated Retriever,8275
8276,Bailey,Gordon Setter,8276
8277,Angel,Cardigan Corgi,8277
8278,Duke,English Setter,8278
8279,Peanut,Chihuahua,8279
8280,Molly,Blood Hound,8280
8281,Shadow,British Semipi-longhair,8281
8282,Rosie,Great Dane,8282
8283,Sandy,Lakeland Terrier,8283
8284,Jasper,Leonberg,8284
8285,Zoe,Husky,8285
8286,Chico,Dingo,8286
8287,Millie,Russian Blue,8287
8288,Pepper,Kerryblue Terrier,8288
8289,Molly,California Spangled,8289
8290,Oscar,Kurilian Bobtail or Kuril Islands Bobtail,8290
8291,Alfie,Siberian,8291
8292,Tiger,British Longhair,8292
8293,Poppy,Turkish Angora,8293
8294,Oreo,Gordon Setter,8294
8295,Luna,Miniature Pinscher,8295
8296,Lily,Italian Greyhound,8296
8297,Oscar,Colorpoint Shorthair,8297
8298,Baxter,Irish Terrier,8298
8299,Max,Mekong Bobtail,8299
8300,Lilly,Saluki,8300
8301,Poppy,Arabian Mau,8301
8302,Tiger,Egyptian Mau,8302
8303,Zoey,Brabancon,8303
8304,Lucy,Asian Semi-longhair,8304
8305,Poppy,Foldex Cat,8305
8306,Bear,Westhighland Terrier,8306
8307,Smudge,American Bobtail,8307
8308,Missy,Sealyham Terrier,8308
8309,Jack,Curly Retriever,8309
8310,Tiger,Chartreux,8310
8311,Milo,Toyger,8311
8312,Tiger,Oriental Shorthair,8312
8313,Baby,Airedale,8313
8314,Tiger,Cyprus,8314
8315,Oscar,Asian,8315
8316,Tiger,Burmese,8316
8317,Chloe,Appenzeller,8317
8318,Smudge,Singapura,8318
8319,Sooty,Serengeti,8319
8320,Smokey,Serrade petit,8320
8321,Oscar,Miniature Pinscher,8321
8322,Coco,Curly Retriever,8322
8323,Chico,Malamute,8323
8324,Lucy,Entlebucher,8324
8325,Max,Turkish Van,8325
8326,Missy,Snowshoe,8326
8327,Shelby,African,8327
8328,Harvey,Basenji,8328
8329,Maggie,French Bulldog,8329
8330,Ruby,Giant Schnauzer,8330
8331,Molly,Serrade petit,8331
8332,Duke,English Hound,8332
8333,Shadow,Saluki,8333
8334,Teddy,Miniature Schnauzer,8334
8335,Mia,Sussex Spaniel,8335
8336,Bandit,Norwegian Elkhound,8336
8337,Roxy,Cocker Spaniel,8337
8338,Daisy,Whippet,8338
8339,Oliver,Singapura,8339
8340,Diesel,Doberman,8340
8341,Charlie,Devon Rex,8341
8342,Shadow,Ragdoll,8342
8343,Misty,Donskoy or Don Sphynx,8343
8344,Angel,Birman,8344
8345,Rocky,Brittany Spaniel,8345
8346,Jasper,Cocker Spaniel,8346
8347,Sugar,Stbernard,8347
8348,Felix,Tonkinese,8348
8349,Cookie,Stbernard,8349
8350,Precious,Boston Bulldog,8350
8351,Tiger,British Semipi-longhair,8351
8352,Sassy,Boxer,8352
8353,Snickers,Irish Terrier,8353
8354,Daisy,American Bobtail,8354
8355,Lucy,Ukrainian Levkoy,8355
8356,Gracie,Boston Bulldog,8356
8357,Tucker,Irish Wolfhound,8357
8358,Poppy,Asian Semi-longhair,8358
8359,Penny,Italian Greyhound,8359
8360,Dixie,Beagle,8360
8361,Lilly,Lhasa,8361
8362,Penny,Pug,8362
8363,Tyson,Chow,8363
8364,Shelby,Beagle,8364
8365,Rascal,Cocker Spaniel,8365
8366,Blue,Schipperke,8366
8367,Oreo,Cairn,8367
8368,Molly,Ojos Azules,8368
8369,Daisy,Cyprus,8369
8370,Lucky,American Curl,8370
8371,Smudge,Peterbald,8371
8372,Bella,Tonkinese,8372
8373,Snickers,Cocker Spaniel,8373
8374,Coco,Foldex Cat,8374
8375,Missy,Snowshoe,8375
8376,Oliver,Turkish Angora,8376
8377,Charlie,Japanese Bobtail,8377
8378,Patches,Papillon,8378
8379,Smokey,Burmese,8379
8380,Lucky,Norwegian Forest Cat,8380
8381,Smokey,Colorpoint Shorthair,8381
8382,Dixie,Westhighland Terrier,8382
8383,Lucky,Sam Sawet,8383
8384,Smokey,Himalayan or Colorpoint Persian,8384
8385,Princess,Cocker Spaniel,8385
8386,Honey,Mexicanhairless,8386
8387,Jasper,Norwegian Forest Cat,8387
8388,Princess,Pyrenees,8388
8389,Pepper,Sussex Spaniel,8389
8390,Millie,California Spangled,8390
8391,Dixie,Italian Greyhound,8391
8392,Gizmo,African,8392
8393,Chloe,Aegean,8393
8394,Zeus,Doberman,8394
8395,Simba,Sam Sawet,8395
8396,Sasha,Irish Wolfhound,8396
8397,Milo,Himalayan or Colorpoint Persian,8397
8398,Lucy,Nebelung,8398
8399,Daisy,British Shorthair,8399
8400,Lily,Serengeti,8400
8401,Diesel,Pyrenees,8401
8402,Misty,American Curl,8402
8403,Peanut,Vizsla,8403
8404,Simba,Turkish Angora,8404
8405,Poppy,Bengal,8405
8406,Chloe,Russian White Black and Tabby,8406
8407,Chico,Airedale,8407
8408,Lily,Kurilian Bobtail,8408
8409,Poppy,Javanese,8409
8410,Sooty,Arabian Mau,8410
8411,Maggie,Vizsla,8411
8412,Diamond,Dhole,8412
8413,Smudge,Himalayan or Colorpoint Persian,8413
8414,Lily,Miniature Pinscher,8414
8415,Brutus,Akita,8415
8416,Tiger,Raas,8416
8417,Buddy,Cairn,8417
8418,Lucy,Himalayan or Colorpoint Persian,8418
8419,Daisy,Pixie-bob,8419
8420,Oscar,Bambino,8420
8421,Max,Somali,8421
8422,Simba,Cornish Rex,8422
8423,Baxter,Stbernard,8423
8424,Max,Chow,8424
8425,Sasha,Chihuahua,8425
8426,Zeus,Brabancon,8426
8427,Max,Saluki,8427
8428,Bo,Malinois,8428
8429,Dakota,Toy Terrier,8429
8430,Misty,Kurilian Bobtail,8430
8431,Cocoa,Borzoi,8431
8432,Tiger,Oriental Longhair,8432
8433,Jack,Lakeland Terrier,8433
8434,Murphy,Pyrenees,8434
8435,Sam,Egyptian Mau,8435
8436,Lily,Cairn,8436
8437,Sam,Donskoy or Don Sphynx,8437
8438,Jasmine,Eskimo,8438
8439,Precious,American Terrier,8439
8440,Tyson,Borzoi,8440
8441,Molly,Australian Mist,8441
8442,Charlie,Thai,8442
8443,Bailey,Dhole,8443
8444,Sandy,Kerryblue Terrier,8444
8445,Angel,Asian Semi-longhair,8445
8446,Shadow,Manx,8446
8447,Simba,Siberian,8447
8448,Daisy,Borzoi,8448
8449,Abby,Rottweiler,8449
8450,Sophie,Germanshepherd,8450
8451,Milo,Oriental Bicolor,8451
8452,Harvey,French Bulldog,8452
8453,Bear,Beagle,8453
8454,Chloe,Ocicat,8454
8455,Tank,English Setter,8455
8456,Smudge,Tonkinese,8456
8457,Lily,Foldex Cat,8457
8458,Luna,Scottish Deerhound,8458
8459,Millie,Dwarf cat or Dwelf,8459
8460,Duke,Papillon,8460
8461,Snoopy,Pekinese,8461
8462,Taz,Norfolk Terrier,8462
8463,Misty,Cornish Rex,8463
8464,Lilly,Bernese Mountain,8464
8465,Sam,Birman,8465
8466,Snickers,Tibetan Terrier,8466
8467,Mia,Basenji,8467
8468,Cocoa,Sussex Spaniel,8468
8469,Bella,Ocicat,8469
8470,Chloe,Burmese,8470
8471,Annie,Patterdale Terrier,8471
8472,Precious,Briard,8472
8473,Zoey,Labrador,8473
8474,Shelby,Boxer,8474
8475,Angel,Minskin,8475
8476,Bella,Asian Semi-longhair,8476
8477,Smokey,Minskin,8477
8478,Bella,Colorpoint Shorthair,8478
8479,Shadow,Sussex Spaniel,8479
8480,Jasper,American Shorthair,8480
8481,Sam,Kurilian Bobtail or Kuril Islands Bobtail,8481
8482,Missy,Havana Brown,8482
8483,Bella,Havana Brown,8483
8484,Bella,Chantilly-Tiffany,8484
8485,Max,Minskin,8485
8486,Sophie,Doberman,8486
8487,Casey,English Sheepdog,8487
8488,Tiger,Burmese,8488
8489,Zeus,Shihtzu,8489
8490,Millie,Dwarf cat or Dwelf,8490
8491,Smokey,Bombay,8491
8492,Dixie,Newfoundland,8492
8493,Ruby,Japanese Spaniel,8493
8494,Shadow,Westhighland Terrier,8494
8495,Lucky,British Longhair,8495
8496,Daisy,Kurilian Bobtail or Kuril Islands Bobtail,8496
8497,Daisy,Pixie-bob,8497
8498,Chloe,American Shorthair,8498
8499,Lucky,Thai,8499
8500,Missy,Egyptian Mau,8500
8501,Smudge,Oriental Shorthair,8501
8502,Cookie,Italian Greyhound,8502
8503,Lucky,Japanese Spaniel,8503
8504,Daisy,Oriental Shorthair,8504
8505,Max,German Pointer,8505
8506,Diesel,Wheaten Terrier,8506
8507,Bella,Colorpoint Shorthair,8507
8508,Cody,Blenheim Spaniel,8508
8509,Bella,Chartreux,8509
8510,Bella,Serengeti,8510
8511,Chloe,Exotic Shorthair,8511
8512,Lady,Bull Mastiff,8512
8513,Chloe,Abyssinian,8513
8514,Lucky,Korean Bobtail,8514
8515,Alfie,Ojos Azules,8515
8516,Lucky,Scottish Terrier,8516
8517,Buster,Toy Poodle,8517
8518,Cody,Rhodesian Ridgeback,8518
8519,Daisy,Ragamuffin,8519
8520,Buster,Husky,8520
8521,Oliver,Ocicat,8521
8522,Missy,Bambino,8522
8523,Spike,Shiba,8523
8524,Chloe,Exotic Shorthair,8524
8525,Lucy,Somali,8525
8526,Molly,Norwegian Forest Cat,8526
8527,Rosie,Saluki,8527
8528,Jake,Maltese,8528
8529,Angel,Swiss Mountain,8529
8530,Abby,Fox Terrier,8530
8531,Mia,Affenpinscher,8531
8532,Lily,European Shorthair,8532
8533,Smokey,Scottish Fold,8533
8534,Rosie,Maltese,8534
8535,Rusty,English Sheepdog,8535
8536,Rosie,Norwich Terrier,8536
8537,Riley,Bernese Mountain,8537
8538,Poppy,Asian,8538
8539,Sam,Peterbald,8539
8540,Oscar,Cymric or Manx Longhair,8540
8541,Lucy,Highlander,8541
8542,Taz,Kuvasz,8542
8543,Max,Foldex Cat,8543
8544,Bella,Serrade petit,8544
8545,Lola,Bedlington Terrier,8545
8546,Coco,Cornish Rex,8546
8547,Murphy,Keeshond,8547
8548,Zoe,Boston Bulldog,8548
8549,Oliver,Nebelung,8549
8550,Gracie,Bedlington Terrier,8550
8551,Diesel,Australian Terrier,8551
8552,Oscar,Border Terrier,8552
8553,Angel,Japanese Bobtail,8553
8554,Riley,Tibetan Terrier,8554
8555,Lola,Malinois,8555
8556,Chance,Fox Terrier,8556
8557,Tiger,Cymric or Manx Longhair,8557
8558,Oscar,Chausie,8558
8559,Lucy,Cheetoh,8559
8560,Max,Appenzeller,8560
8561,Duke,French Bulldog,8561
8562,Angel,German Rex,8562
8563,Jasper,Sam Sawet,8563
8564,Taz,Chow,8564
8565,Rusty,Maltese,8565
8566,Charlie,Munchkin,8566
8567,Duke,Fox Terrier,8567
8568,Diesel,Dhole,8568
8569,Sam,Abyssinian,8569
8570,Bella,British Semipi-longhair,8570
8571,Chloe,Sokoke,8571
8572,Cocoa,Japanese Spaniel,8572
8573,Sophie,Shetland Sheepdog,8573
8574,Tyson,Lakeland Terrier,8574
8575,Oliver,Dragon Li,8575
8576,Gracie,Rat Terrier,8576
8577,Milo,Savannah,8577
8578,Brutus,French Bulldog,8578
8579,Coco,Entlebucher,8579
8580,Charlie,Burmilla,8580
8581,Dakota,Wheaten Terrier,8581
8582,Rusty,Toy Terrier,8582
8583,Bella,Cornish Rex,8583
8584,Tank,Bull Mastiff,8584
8585,Jasper,Foldex Cat,8585
8586,Gizmo,Miniature Schnauzer,8586
8587,Blue,Cardigan Corgi,8587
8588,Gracie,Miniature Poodle,8588
8589,Simba,PerFold Cat (Experimental Breed - WCF),8589
8590,Oliver,Chantilly-Tiffany,8590
8591,Sam,Korean Bobtail,8591
8592,Sandy,Lakeland Terrier,8592
8593,Shelby,Boxer,8593
8594,Ginger,Leonberg,8594
8595,Shadow,Lykoi,8595
8596,Lucy,Singapura,8596
8597,Sandy,Australian Terrier,8597
8598,Lucy,Labrador,8598
8599,Oscar,Chartreux,8599
8600,Daisy,Siamese,8600
8601,Molly,Korat,8601
8602,Angel,Saluki,8602
8603,Oreo,Otterhound,8603
8604,Max,French Bulldog,8604
8605,Sugar,Bouvier,8605
8606,Blue,Ibizan Hound,8606
8607,Bella,Japanese Spaniel,8607
8608,Lady,Norfolk Terrier,8608
8609,Lucky,Balinese,8609
8610,Rex,Afghan Hound,8610
8611,Charlie,Napoleon,8611
8612,Shadow,Asian Semi-longhair,8612
8613,Charlie,Abyssinian,8613
8614,Bella,Ocicat,8614
8615,Rosie,American Terrier,8615
8616,Honey,Dandie Terrier,8616
8617,Angel,Papillon,8617
8618,Angel,Nebelung,8618
8619,Belle,Fox Terrier,8619
8620,Misty,Tibetan Terrier,8620
8621,Charlie,Asian Semi-longhair,8621
8622,Riley,Schipperke,8622
8623,Misty,Birman,8623
8624,Lilly,Otterhound,8624
8625,Buster,French Bulldog,8625
8626,Casey,Newfoundland,8626
8627,Rusty,Leonberg,8627
8628,Felix,Exotic Shorthair,8628
8629,Oliver,Russian White Black and Tabby,8629
8630,Misty,Oriental Longhair,8630
8631,Patches,Welsh Spaniel,8631
8632,Lucy,Donskoy or Don Sphynx,8632
8633,Max,Chantilly-Tiffany,8633
8634,Snickers,Curly Retriever,8634
8635,Charlie,Sam Sawet,8635
8636,Zoey,Cardigan Corgi,8636
8637,Harley,Shihtzu,8637
8638,Sooty,Sphynx,8638
8639,Shadow,American Terrier,8639
8640,Oliver,Nebelung,8640
8641,Penny,American Terrier,8641
8642,Lily,Papillon,8642
8643,Blue,Australian Terrier,8643
8644,Dixie,Pembroke,8644
8645,Taz,Pomeranian,8645
8646,Chloe,Chantilly-Tiffany,8646
8647,Missy,Chausie,8647
8648,Lily,Manx,8648
8649,Bella,Abyssinian,8649
8650,Bailey,Silky Terrier,8650
8651,Bruno,Blood Hound,8651
8652,Bella,Ragamuffin,8652
8653,Lily,Brazilian Shorthair,8653
8654,Charlie,Japanese Spaniel,8654
8655,Roxy,Border Terrier,8655
8656,Charlie,Kurilian Bobtail,8656
8657,Molly,Napoleon,8657
8658,Patches,Miniature Pinscher,8658
8659,Brutus,Cocker Spaniel,8659
8660,Roxie,Chow,8660
8661,Jack,Entlebucher,8661
8662,Sandy,Malamute,8662
8663,Snickers,Lhasa,8663
8664,Lady,Bluetick,8664
8665,Oliver,Cyprus,8665
8666,Bruno,Rhodesian Ridgeback,8666
8667,Teddy,Whippet,8667
8668,Patches,Bull Mastiff,8668
8669,Jasper,Kurilian Bobtail or Kuril Islands Bobtail,8669
8670,Tiger,German Rex,8670
8671,Smudge,British Semipi-longhair,8671
8672,Honey,Chihuahua,8672
8673,Daisy,Siberian,8673
